Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,LIT301,DPIT301,FIT301,MV301,MV302,P301,P302,AIT401,AIT402,FIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
22/12/2015 10:00:16,1.7917,711.83,1,1,0,6.473,201.44,7.075,1.203,1,850.56,14.31,1.0319,1,0,1,0,0.0199,175.77,0.999,1,0,0,0,97.93,0.0099,0.0099,0.0099,0.867,0.4098,0.4149,0.7913,1,0,306.17,299.04,298.66,0.8857,1,0,0,Normal
22/12/2015 10:00:17,1.7535,711.97,1,1,0,6.506,195.43,6.995,1.2017,1,851.33,15.602,1.1341,1,0,1,0,0.0188,173.53,1.0174,1,0,0,0,99.45,0.0088,0.0085,0.0114,0.9493,0.395,0.4115,0.8093,1,0,309.24,303.36,299.62,0.8713,1,0,0,Normal
22/12/2015 10:00:18,1.677,712.17,1,1,0,6.435,197.84,7.084,1.2353,1,851.32,15.74,1.1031,1,0,1,0,0.0183,178.05,1.0162,1,0,0,0,98.96,0.0098,0.0114,0.0087,0.8426,0.4188,0.4006,0.8038,1,0,298.92,299.28,298.63,0.8812,1,0,0,Normal
22/12/2015 10:00:19,1.7645,712.52,1,1,0,6.25,201.37,7.02,1.1966,1,851.68,15.137,1.071,1,0,1,0,0.0189,176.06,1.0062,1,0,0,0,102.04,0.0116,0.0093,0.0106,0.8771,0.3639,0.3674,0.8014,1,0,300.78,297.29,301.92,0.8502,1,0,0,Normal
22/12/2015 10:00:20,1.7981,713.04,1,1,0,6.414,199.23,7.05,1.1769,1,852.93,14.435,1.1212,1,0,1,0,0.0229,170.06,0.9761,1,0,0,0,100.58,0.0098,0.0102,0.0101,0.9146,0.4316,0.3976,0.8034,1,0,298.22,301.76,299.04,0.8904,1,0,0,Normal
22/12/2015 10:00:21,1.838,712.93,1,1,0,6.473,201.9,6.987,1.252,1,851.91,13.885,1.1421,1,0,1,0,0.0183,171.84,1.0005,1,0,0,0,99.76,0.0108,0.0102,0.0108,0.8556,0.4229,0.4068,0.7875,1,0,301.9,306.81,300.55,0.9074,1,0,0,Normal
22/12/2015 10:00:22,1.7513,713.82,1,1,0,6.507,199.04,7.024,1.2133,1,853.47,14.745,1.0892,1,0,1,0,0.018,174.11,1.0113,1,0,0,0,100.76,0.0091,0.0114,0.011,0.851,0.4056,0.3788,0.7846,1,0,300.51,302.51,297.33,0.8303,1,0,0,Normal
22/12/2015 10:00:23,1.8104,714.11,1,1,0,6.678,201.18,7.011,1.2177,1,853.85,14.43,1.0463,1,0,1,0,0.0238,175.37,1.003,1,0,0,0,99.91,0.0108,0.0101,0.0111,0.8492,0.4306,0.3968,0.7872,1,0,296.96,295.04,302.47,0.9022,1,0,0,Normal
22/12/2015 10:00:24,1.7856,714.61,1,1,0,6.474,196.99,6.988,1.1891,1,849.8,14.973,1.0908,1,0,1,0,0.0214,178.7,1.0338,1,0,0,0,99.73,0.0089,0.01,0.0102,0.8797,0.403,0.3843,0.8202,1,0,299.66,300.47,307.71,0.8668,1,0,0,Normal
22/12/2015 10:00:25,1.8322,714.99,1,1,0,6.382,200.41,7.014,1.1898,1,849.58,15.264,1.1333,1,0,1,0,0.0173,174.28,0.9979,1,0,0,0,100.49,0.0092,0.0107,0.0089,0.8843,0.4098,0.3756,0.8214,1,0,299.28,298.88,302.13,0.9133,1,0,0,Normal
22/12/2015 10:00:26,1.8004,715.11,1,1,0,6.559,199.38,7.016,1.15,1,850.96,14.908,1.0791,1,0,1,0,0.0221,173.59,0.9577,1,0,0,0,98.44,0.0106,0.0112,0.0078,0.8474,0.3891,0.4194,0.7991,1,0,298.99,304.04,306.47,0.9202,1,0,0,Normal
22/12/2015 10:00:27,1.7719,715.31,1,1,0,6.337,201.1,7.1,1.2287,1,850.26,15.263,1.1648,1,0,1,0,0.0231,172.99,1.0153,1,0,0,0,99.84,0.0108,0.0094,0.01,0.9155,0.3855,0.4037,0.7773,1,0,298.17,295.78,297.23,0.8594,1,0,0,Normal
22/12/2015 10:00:28,1.8302,715.42,1,1,0,6.549,200.37,6.957,1.228,1,849.39,15.061,1.2024,1,0,1,0,0.0198,177.3,0.9789,1,0,0,0,99.97,0.0118,0.0084,0.0096,0.915,0.4107,0.3782,0.8279,1,0,294.71,303.43,296.04,0.8932,1,0,0,Normal
22/12/2015 10:00:29,1.8718,716.36,1,1,0,6.629,202.12,6.977,1.2253,1,847.1,14.971,1.1327,1,0,1,0,0.0203,175.89,0.9936,1,0,0,0,101.13,0.0099,0.0109,0.0095,0.9029,0.3908,0.3913,0.7907,1,0,300.67,298.56,303.77,0.8732,1,0,0,Normal
22/12/2015 10:00:30,1.7966,717.42,1,1,0,6.603,197.03,7.013,1.2356,1,847.23,15.533,1.0793,1,0,1,0,0.0228,179.6,0.9891,1,0,0,0,99.55,0.0115,0.0091,0.0108,0.891,0.3839,0.3799,0.7685,1,0,294.2,296.38,296.79,0.9205,1,0,0,Normal
22/12/2015 10:00:31,1.7718,718.78,1,1,0,6.617,203.24,6.922,1.203,1,846.45,14.701,1.1222,1,0,1,0,0.0188,174.01,0.995,1,0,0,0,99.63,0.0088,0.0092,0.0105,0.8834,0.4127,0.4041,0.7545,1,0,304.64,305.39,298.16,0.8884,1,0,0,Normal
22/12/2015 10:00:32,1.8746,719.57,1,1,0,6.482,198.4,6.931,1.1708,1,846.4,15.897,1.0793,1,0,1,0,0.0204,174.97,1.0357,1,0,0,0,102.53,0.0095,0.0113,0.0089,0.8508,0.4093,0.4048,0.8092,1,0,302.8,301.27,301.22,0.9215,1,0,0,Normal
22/12/2015 10:00:33,1.8711,720.44,1,1,0,6.435,200.96,6.981,1.1667,1,845.37,15.247,1.1167,1,0,1,0,0.0208,174.55,1.0001,1,0,0,0,100.82,0.0085,0.0086,0.0107,0.9194,0.4433,0.3938,0.8066,1,0,300.75,304.73,299.71,0.9084,1,0,0,Normal
22/12/2015 10:00:34,1.8362,720.94,1,1,0,6.607,197.95,7.007,1.172,1,847.16,14.238,1.0776,1,0,1,0,0.0208,178.13,0.998,1,0,0,0,99.44,0.0119,0.0088,0.0098,0.9195,0.4197,0.4224,0.8393,1,0,299.33,296.56,299.66,0.919,1,0,0,Normal
22/12/2015 10:00:35,1.7324,721.52,1,1,0,6.429,198.66,7.004,1.1908,1,848.59,14.829,1.1202,1,0,1,0,0.0199,175.54,0.9931,1,0,0,0,100.71,0.0107,0.0106,0.0113,0.9059,0.4142,0.3982,0.8432,1,0,297.97,305.4,299.88,0.8571,1,0,0,Normal
22/12/2015 10:00:36,1.7868,722.46,1,1,0,6.455,196.22,6.977,1.103,1,846.21,15.38,1.1314,1,0,1,0,0.0209,173.07,0.9986,1,0,0,0,100.0,0.0088,0.0105,0.0118,0.8737,0.4008,0.3946,0.7974,1,0,299.46,297.8,300.59,0.8681,1,0,0,Normal
22/12/2015 10:00:37,1.8361,722.95,1,1,0,6.528,198.4,7.091,1.2143,1,846.8,15.341,1.0768,1,0,1,0,0.0222,175.23,1.0285,1,0,0,0,99.8,0.0113,0.0117,0.0102,0.8805,0.3903,0.3936,0.8127,1,0,301.57,298.28,299.93,0.9643,1,0,0,Normal
22/12/2015 10:00:38,1.89,723.69,1,1,0,6.561,197.95,6.987,1.1333,1,847.4,15.324,1.0807,1,0,1,0,0.0231,172.55,0.9561,1,0,0,0,100.22,0.011,0.0099,0.0118,0.851,0.3885,0.416,0.8054,1,0,301.6,296.24,304.13,0.9233,1,0,0,Normal
22/12/2015 10:00:39,1.8113,724.49,1,1,0,6.335,199.9,6.992,1.2425,1,844.05,15.118,1.0538,1,0,1,0,0.0206,175.75,0.9974,1,0,0,0,100.81,0.0088,0.0095,0.0103,0.8986,0.4095,0.4015,0.7615,1,0,302.99,298.52,295.33,0.8872,1,0,0,Normal
22/12/2015 10:00:40,1.8646,725.05,1,1,0,6.468,204.15,7.019,1.2172,1,845.59,15.119,1.0896,1,0,1,0,0.0196,174.86,0.9989,0,0,0,0,100.73,0.0101,0.0099,0.009,0.8943,0.409,0.3882,0.8003,1,0,300.42,301.36,299.6,0.9326,1,0,0,Normal
22/12/2015 10:00:41,1.7071,724.89,1,1,0,6.406,201.29,7.014,1.174,1,847.2,14.918,1.1219,1,0,1,0,0.0182,174.94,1.0601,1,0,0,0,100.96,0.0103,0.0111,0.0112,0.9192,0.3771,0.4327,0.7656,1,0,300.91,297.74,299.81,0.9099,1,0,0,Normal
22/12/2015 10:00:42,1.8297,725.96,1,1,0,6.476,201.93,7.059,1.1509,1,848.1,15.351,1.0881,1,0,1,0,0.0228,174.7,1.0038,1,0,0,0,99.83,0.01,0.0087,0.0084,0.8734,0.4311,0.3689,0.7909,1,0,296.12,298.2,300.51,0.879,1,0,0,Normal
22/12/2015 10:00:43,1.834,725.84,1,1,0,6.506,202.25,6.977,1.1992,1,846.36,14.234,1.1578,1,0,1,0,0.0164,179.66,1.0218,1,0,0,0,100.68,0.0106,0.0108,0.0103,0.9031,0.3987,0.3849,0.7916,1,0,294.92,299.7,297.03,0.8669,1,0,0,Normal
22/12/2015 10:00:44,1.7619,726.6,1,1,0,6.401,201.88,6.951,1.191,1,847.19,14.516,1.1042,1,0,1,0,0.0173,173.8,1.0096,1,0,0,0,98.41,0.0104,0.0114,0.0099,0.8826,0.4013,0.4094,0.8042,1,0,303.62,301.15,299.15,0.912,1,0,0,Normal
22/12/2015 10:00:45,1.816,727.72,1,1,0,6.472,201.5,7.037,1.172,1,848.39,14.72,1.1728,1,0,1,0,0.0183,175.48,0.9765,1,0,0,0,102.22,0.0088,0.0106,0.0104,0.8944,0.3974,0.4009,0.7956,1,0,302.89,306.63,298.33,0.8589,1,0,0,Normal
22/12/2015 10:00:46,1.8448,727.81,1,1,0,6.668,198.89,7.028,1.2651,1,847.82,14.898,1.0767,1,0,1,0,0.018,173.7,0.9633,1,0,0,0,100.03,0.0092,0.0094,0.0107,0.9309,0.4022,0.4093,0.8635,1,0,296.48,296.3,302.08,0.9584,1,0,0,Normal
22/12/2015 10:00:47,1.7665,728.24,1,1,0,6.401,201.26,6.954,1.2033,1,850.2,14.847,1.1526,1,0,1,0,0.0176,173.93,0.9578,1,0,0,0,100.07,0.0108,0.0123,0.0104,0.9058,0.3938,0.4027,0.7954,1,0,302.12,302.87,297.64,0.8601,1,0,0,Normal
22/12/2015 10:00:48,1.6436,728.28,1,1,0,6.539,204.99,7.0,1.2335,1,850.32,14.951,1.1368,1,0,1,0,0.0194,175.53,1.0097,1,0,0,0,99.33,0.011,0.0088,0.0096,0.8689,0.4263,0.401,0.8051,1,0,299.32,300.59,307.39,0.891,1,0,0,Normal
22/12/2015 10:00:49,1.7694,728.0,1,1,0,6.463,198.02,7.025,1.2022,1,847.62,14.677,0.9845,1,0,1,0,0.0206,175.57,0.9762,1,0,0,0,100.54,0.0087,0.0098,0.0115,0.9045,0.3933,0.3877,0.7909,1,0,298.84,300.51,300.48,0.9001,1,0,0,Normal
22/12/2015 10:00:50,1.7773,728.81,1,1,0,6.245,201.87,6.932,1.191,1,845.86,14.099,1.1217,1,0,1,0,0.0215,173.85,0.9223,1,0,0,0,99.45,0.0104,0.009,0.01,0.8412,0.4412,0.3761,0.7988,1,0,303.5,297.41,293.09,0.8867,1,0,0,Normal
22/12/2015 10:00:51,1.7625,729.64,1,1,0,6.614,197.76,6.92,1.1837,1,845.73,15.461,1.1564,1,0,1,0,0.0224,175.55,1.024,1,0,0,0,99.36,0.0102,0.0105,0.0093,0.9604,0.4027,0.3927,0.8055,1,0,295.96,297.09,303.6,0.8803,1,0,0,Normal
22/12/2015 10:00:52,1.7692,730.43,1,1,0,6.6,198.49,6.929,1.2601,1,845.25,14.875,1.1531,1,0,1,0,0.0211,175.91,1.065,1,0,0,0,99.36,0.0109,0.0115,0.0118,0.9224,0.4119,0.3829,0.8108,1,0,301.67,299.37,298.22,0.8616,1,0,0,Normal
22/12/2015 10:00:53,1.7175,731.23,1,1,0,6.452,199.34,7.011,1.1934,1,843.24,15.457,1.1122,1,0,1,0,0.0205,176.68,0.9756,1,0,0,0,101.21,0.0099,0.0107,0.0112,0.9054,0.3741,0.408,0.7805,1,0,298.41,301.76,303.71,0.9006,1,0,0,Normal
22/12/2015 10:00:54,1.8935,731.76,1,1,0,6.557,196.48,7.038,1.2152,1,845.17,15.337,1.0945,1,0,1,0,0.0176,174.58,0.9745,1,0,0,0,99.42,0.0106,0.0107,0.0114,0.8846,0.3778,0.4056,0.8436,1,0,295.65,296.68,298.64,0.8754,1,0,0,Normal
22/12/2015 10:00:55,1.7693,732.67,1,1,0,6.33,202.91,7.084,1.17,1,846.92,14.714,1.1072,1,0,1,0,0.0183,179.43,0.9911,1,0,0,0,100.13,0.0093,0.0121,0.0112,0.9307,0.4119,0.4156,0.7835,1,0,297.55,299.99,299.49,0.8864,1,0,0,Normal
22/12/2015 10:00:56,1.8791,733.27,1,1,0,6.386,199.61,6.964,1.1253,1,846.8,14.939,1.1605,1,0,1,0,0.0213,172.95,1.0556,1,0,0,0,101.22,0.0106,0.0111,0.0097,0.936,0.3613,0.3749,0.8105,1,0,295.77,296.48,298.42,0.9231,1,0,0,Normal
22/12/2015 10:00:57,1.6994,733.97,1,1,0,6.463,200.8,6.99,1.2556,1,845.13,14.974,1.1082,1,0,1,0,0.0192,169.26,0.9952,1,0,0,0,100.9,0.0108,0.009,0.0103,0.923,0.4245,0.398,0.7939,1,0,297.37,297.52,299.32,0.911,1,0,0,Normal
22/12/2015 10:00:58,1.8375,735.19,1,1,0,6.498,198.51,6.879,1.2354,1,846.23,14.859,1.1027,1,0,1,0,0.021,171.87,0.9841,1,0,0,0,100.79,0.0087,0.0087,0.0124,0.9024,0.407,0.3838,0.7905,1,0,298.72,298.37,301.9,0.8865,1,0,0,Normal
22/12/2015 10:00:59,1.8554,735.54,1,1,0,6.538,203.62,6.996,1.1668,1,844.33,14.971,1.0821,1,0,1,0,0.024,178.54,0.969,1,0,0,0,99.29,0.0101,0.0098,0.0114,0.8806,0.384,0.3903,0.7714,1,0,300.37,304.87,300.97,0.8924,1,0,0,Normal
22/12/2015 10:01:00,1.7831,736.53,1,1,0,6.482,206.39,7.015,1.1699,1,843.7,15.574,1.1045,1,0,1,0,0.0171,176.84,0.98,1,0,0,0,101.87,0.0111,0.0108,0.0098,0.8634,0.4024,0.4197,0.8197,1,0,302.5,298.72,299.2,0.9145,1,0,0,Normal
22/12/2015 10:01:01,1.7955,737.22,1,1,0,6.48,197.67,6.963,1.2081,1,843.98,15.121,1.1209,1,0,1,0,0.02,175.53,0.9986,1,0,0,0,101.15,0.0114,0.0098,0.011,0.9356,0.4518,0.4116,0.8098,1,0,300.58,298.94,301.02,0.8911,1,0,0,Normal
22/12/2015 10:01:02,1.8426,737.4,1,1,0,6.632,199.76,6.894,1.1757,1,845.93,14.989,1.06,1,0,1,0,0.019,176.68,1.0164,1,0,0,0,99.76,0.0096,0.0093,0.008,0.9229,0.4251,0.3696,0.8373,1,0,299.69,303.68,300.11,0.9041,1,0,0,Normal
22/12/2015 10:01:03,1.785,738.47,1,1,0,6.46,201.05,6.975,1.2311,1,847.99,15.506,1.0226,1,0,1,0,0.0203,177.06,0.9605,1,0,0,0,100.72,0.0107,0.0104,0.0098,0.9202,0.438,0.3973,0.7708,1,0,303.32,299.64,293.48,0.9254,1,0,0,Normal
22/12/2015 10:01:04,1.7789,739.13,1,1,0,6.571,199.13,7.026,1.1896,1,849.1,15.308,1.0626,1,0,1,0,0.0222,173.93,1.0242,1,0,0,0,100.37,0.0118,0.0081,0.0097,0.8518,0.4156,0.421,0.7741,1,0,301.28,302.7,302.71,0.9064,1,0,0,Normal
22/12/2015 10:01:05,1.8227,739.89,1,1,0,6.427,200.07,7.017,1.2465,1,849.5,15.321,1.1261,1,0,1,0,0.0254,171.38,0.9794,1,0,0,0,101.47,0.0096,0.0099,0.011,0.9484,0.4263,0.4328,0.8223,1,0,300.23,295.19,299.26,0.8747,1,0,0,Normal
22/12/2015 10:01:06,1.9251,740.76,1,1,0,6.504,203.39,6.969,1.2078,1,848.38,14.34,1.0755,1,0,1,0,0.0199,174.14,0.9792,1,0,0,0,98.59,0.0099,0.0091,0.0093,0.8939,0.4001,0.4217,0.7827,1,0,301.44,308.19,301.13,0.8946,1,0,0,Normal
22/12/2015 10:01:07,1.7691,741.04,1,1,0,6.51,195.68,6.999,1.243,1,847.79,14.674,1.0449,1,0,1,0,0.0163,176.66,0.9946,1,0,0,0,100.77,0.0115,0.0095,0.0101,0.9484,0.4179,0.3946,0.7733,1,0,293.54,297.84,299.37,0.8704,1,0,0,Normal
22/12/2015 10:01:08,1.7739,741.55,1,1,0,6.517,200.88,6.945,1.2564,1,847.64,15.009,1.1283,1,0,1,0,0.0205,176.91,1.0086,1,0,0,0,99.39,0.0104,0.0101,0.0093,0.8491,0.3871,0.4536,0.7854,1,0,294.12,302.2,302.57,0.9386,1,0,0,Normal
22/12/2015 10:01:09,1.8012,742.67,1,1,0,6.406,197.81,6.987,1.2573,1,848.43,15.244,1.0272,1,0,1,0,0.0186,171.33,1.0351,1,0,0,0,101.59,0.0108,0.0089,0.0096,0.8668,0.3957,0.3938,0.8234,1,0,303.93,304.19,298.31,0.8937,1,0,0,Normal
22/12/2015 10:01:10,1.7643,743.47,1,1,0,6.377,198.82,6.999,1.2112,1,847.22,15.212,1.081,1,0,1,0,0.02,176.09,1.0002,0,0,0,0,99.56,0.0099,0.0089,0.0096,0.8459,0.3929,0.3981,0.8069,1,0,300.72,302.71,295.38,0.8554,1,0,0,Normal
22/12/2015 10:01:11,1.791,744.38,1,1,0,6.657,200.5,6.989,1.2491,1,845.62,14.563,1.0495,1,0,1,0,0.0183,175.12,1.0148,1,0,0,0,100.96,0.0082,0.0121,0.0091,0.8241,0.3943,0.422,0.8588,1,0,296.31,301.49,298.6,0.8968,1,0,0,Normal
22/12/2015 10:01:12,1.9462,745.47,1,1,0,6.609,200.2,7.015,1.1843,1,846.02,14.828,1.1249,1,0,1,0,0.0193,175.75,0.9991,1,0,0,0,101.13,0.0099,0.0086,0.0092,0.9192,0.3855,0.4048,0.7274,1,0,308.15,299.19,303.58,0.8899,1,0,0,Normal
22/12/2015 10:01:13,1.8146,746.31,1,1,0,6.486,202.01,7.117,1.2077,1,848.96,14.879,1.1381,1,0,1,0,0.0222,174.18,0.9776,1,0,0,0,101.15,0.0095,0.011,0.0105,0.9218,0.4103,0.3872,0.813,1,0,302.4,302.26,303.57,0.9212,1,0,0,Normal
22/12/2015 10:01:14,1.7911,746.83,1,1,0,6.484,198.51,6.966,1.1942,1,847.77,14.846,1.0243,1,0,1,0,0.0204,175.0,0.9755,1,0,0,0,100.66,0.0109,0.0098,0.0093,0.8701,0.3847,0.4175,0.7811,1,0,299.54,302.1,299.16,0.919,1,0,0,Normal
22/12/2015 10:01:15,1.7237,747.31,1,1,0,6.335,202.41,6.957,1.2134,1,847.78,15.502,1.1875,1,0,1,0,0.0174,173.7,1.0057,1,0,0,0,98.89,0.0108,0.0105,0.0105,0.9318,0.4552,0.4078,0.7847,1,0,299.92,294.69,297.92,0.8877,1,0,0,Normal
22/12/2015 10:01:16,1.8074,747.6,1,1,0,6.5,199.98,6.984,1.2062,1,849.02,14.566,1.0737,1,0,1,0,0.0194,172.31,0.9754,1,0,0,0,99.52,0.0109,0.0098,0.0109,0.8932,0.4151,0.3987,0.8595,1,0,304.71,296.02,301.57,0.8755,1,0,0,Normal
22/12/2015 10:01:17,1.8413,747.9,1,1,0,6.52,199.43,6.978,1.2056,1,849.63,14.938,0.9867,1,0,1,0,0.02,172.12,0.9937,1,0,0,0,98.6,0.0086,0.0095,0.0115,0.9098,0.406,0.4124,0.7658,1,0,303.12,299.77,302.01,0.8678,1,0,0,Normal
22/12/2015 10:01:18,1.6953,748.37,1,1,0,6.413,202.25,6.941,1.2657,1,848.28,15.319,1.0869,1,0,1,0,0.0212,173.91,0.9951,1,0,0,0,100.04,0.009,0.0085,0.0089,0.8935,0.3472,0.4156,0.7277,1,0,299.77,300.05,301.61,0.8987,1,0,0,Normal
22/12/2015 10:01:19,1.8792,749.47,1,1,0,6.512,203.1,6.988,1.2077,1,849.75,14.629,1.0135,1,0,1,0,0.0205,176.98,0.9595,1,0,0,0,100.67,0.0107,0.0084,0.0092,0.8969,0.3671,0.3965,0.8498,1,0,300.06,300.69,296.22,0.8815,1,0,0,Normal
22/12/2015 10:01:20,1.798,750.45,1,1,0,6.389,200.49,7.025,1.2456,1,852.12,14.492,1.0676,1,0,1,0,0.0175,174.53,1.014,1,0,0,0,100.99,0.0099,0.0089,0.0098,0.9011,0.4117,0.4001,0.7512,1,0,298.41,300.67,302.52,0.8815,1,0,0,Normal
22/12/2015 10:01:21,1.9069,751.29,1,1,0,6.48,197.54,7.022,1.2148,1,852.2,15.166,1.083,1,0,1,0,0.0168,173.57,1.0047,1,0,0,0,100.16,0.01,0.0104,0.01,0.8808,0.4098,0.4361,0.7943,1,0,302.16,296.12,297.13,0.9142,1,0,0,Normal
22/12/2015 10:01:22,1.8742,751.9,1,1,0,6.375,201.21,7.044,1.1819,1,851.49,15.133,1.0825,1,0,1,0,0.0199,179.2,0.9926,1,0,0,0,99.64,0.0094,0.0087,0.0084,0.9074,0.403,0.402,0.8176,1,0,303.58,298.22,301.22,0.8526,1,0,0,Normal
22/12/2015 10:01:23,1.851,752.55,1,1,0,6.347,200.07,7.011,1.1924,1,849.18,15.992,1.122,1,0,1,0,0.0253,173.39,1.0287,1,0,0,0,100.78,0.0097,0.0098,0.0109,0.8962,0.4302,0.371,0.7996,1,0,296.24,301.09,302.66,0.8874,1,0,0,Normal
22/12/2015 10:01:24,1.6819,753.0,1,1,0,6.624,197.86,7.034,1.2477,1,846.51,15.16,1.0798,1,0,1,0,0.0198,175.7,0.9854,1,0,0,0,99.32,0.01,0.0093,0.009,0.8691,0.385,0.4243,0.8246,1,0,299.24,303.4,296.81,0.8641,1,0,0,Normal
